,food,Caloric Value,Carbohydrates,Protein,Fat,Sugars,Fiber
242,Mixed vegetable salad with curd sauce,60.28056716918945,7.034287452697754,4.229650020599365,1.500777006149292,2.157872438430786,3.785794496536255
243,Potato salad (Aloo ka salaad),89.90807342529297,11.18877124786377,1.3974575996398926,4.396949291229248,3.939279556274414,1.3211016654968262
244,Waldroff salad,141.75323486328125,11.019432067871094,1.4740771055221558,10.051034927368164,8.230547904968262,1.865354895591736
245,Coleslaw,76.7125244140625,5.590819835662842,1.2383606433868408,5.320327758789063,3.62426233291626,2.3380327224731445
246,Fruit salad (Phalon ka salaad),78.13645935058594,15.960444450378418,0.9142269492149352,1.2166118621826172,9.782730102539062,1.5767269134521484
247,Tomato onion raita (Tamatar aur pyaaz ka raita),59.00474166870117,7.080774307250977,3.735541582107544,1.8423898220062256,5.976607799530029,0.97486013174057
248,Peanut raita (Mungfali ka raita),150.38760375976562,9.30008316040039,8.590476036071777,8.979681015014648,7.105762958526611,1.8900578022003172
249,Sprouted moong raita ,60.894527435302734,6.12721061706543,4.623001575469971,2.1873152256011963,5.588943004608154,0.1588615924119949
250,Bottle gourd raita (Ghiya/Lauki ka raita),56.30751037597656,5.760406017303467,3.977819442749024,2.066138744354248,5.2483391761779785,0.8531695604324341
251,Cucumber raita (Kheere ka raita),59.12535095214844,6.349913120269775,4.036769866943359,2.0759637355804443,5.218863487243652,0.8597196936607361
252,Carrot and spinach raita (Gajar aur palak ka raita),56.82553482055664,5.834925651550293,4.004861354827881,1.9850701093673704,4.930567264556885,1.394458293914795
253,Mint raita (Pudinay ka raita),77.58534240722656,7.645182132720947,5.6378493309021,2.9639573097229004,7.484703540802002,0.3442571759223938
254,Potato raita (Aloo ka raita),75.379638671875,10.23905086517334,4.220800876617432,2.039623260498047,5.079367637634277,0.7503228187561035
255,Boondi raita,687.7191162109375,3.962462902069092,2.1937742233276367,73.82686614990234,1.8782060146331787,0.4598631858825683
256,Sweet raita (Meetha raita),99.2430191040039,17.931249618530273,3.2395832538604736,1.7791666984558103,15.359895706176758,1.019791603088379
257,Dahi vadas/Dahi bhalla,667.726318359375,5.486240863800049,2.960587739944458,70.4029312133789,1.7752975225448608,0.9654499292373656
258,Gunjia,667.341552734375,5.677238941192627,2.9820384979248047,70.276611328125,2.049084424972534,1.1347854137420654
259,Saunth/Sonth chutney with tamarind/imli,141.5258026123047,33.55118560791016,1.0124576091766355,0.1537853181362152,31.3123722076416,0.9340395331382751
260,Rice kheer (Chawal ki kheer),75.02603149414062,10.049087524414062,2.2972254753112797,2.972336530685425,8.017951011657715,0.172836884856224
261,Makhana kheer,107.84941864013672,12.878679275512695,3.309985399246216,5.004436492919922,11.53996753692627,0.1147984638810157
262,Vermicelli kheer (Semiya/Seviyan ki kheer),120.0692367553711,15.874359130859377,3.3546767234802246,4.997086048126221,12.791242599487305,0.4955083131790161
263,Semolina kheer (Suji/Rava kheer),113.2107925415039,15.882381439208984,3.4267563819885254,4.204195022583008,12.880998611450195,0.5071865916252136
264,Paneer kheer,105.30525207519533,10.0291166305542,4.527268886566162,5.372189044952393,9.86566162109375,0.0679646208882331
265,Cabbage kheer (Pattagobhi ki kheer),83.50871276855469,9.72950267791748,2.8700525760650635,3.797400951385498,9.282193183898926,0.5112251043319702
266,Carrot kheer (Gajar ki kheer),85.349853515625,10.091094970703123,2.8055949211120605,3.852425813674927,9.63278102874756,0.7344692349433899
267,Cauliflower kheer (Phoolgobhi ki kheer),81.95392608642578,8.782567977905273,3.037898540496826,3.9515576362609854,8.491175651550293,0.55208420753479
268,Moong dal kheer,77.15716552734375,9.894006729125977,2.952488660812378,2.973688840866089,7.918551921844482,0.3951878547668457
269,Phirni,116.11735534667967,16.108293533325195,3.4872515201568604,4.344455242156982,10.78785228729248,0.3576363027095794
270,Semolina halwa (Suji ka halwa),225.64776611328125,24.66636276245117,2.1644556522369385,13.381912231445312,13.975862503051758,1.8562361001968384
271,Shahi suji halwa,382.3438415527344,44.43684768676758,3.48014235496521,21.725046157836918,27.208890914916992,2.9615259170532227
272,Carrot halwa (Gajar ka halwa),172.64108276367188,18.53288459777832,3.1124789714813232,9.73226833343506,16.853363037109375,2.653146982192993
273,Egg halwa (Ande ka halwa),299.7441101074219,39.58943176269531,7.854403972625732,13.413471221923828,37.85482025146485,0.4875647723674774
274,Potato halwa (Aloo ka halwa),151.66384887695312,29.176040649414062,1.526275634765625,3.4848556518554688,17.421436309814453,1.641784429550171
275,Pumpkin halwa (Kaddu ka halwa),190.2737579345703,27.604692459106445,1.326190710067749,8.809317588806152,26.635602951049805,2.970314741134644
276,Moong dal halwa,349.80303955078125,40.22579956054688,8.35069751739502,17.679285049438477,25.58980941772461,2.647698879241944
277,Caramel custard (steamed),121.57780456542967,15.015517234802246,4.970086097717285,4.86879301071167,14.983189582824709,0.0
278,Baked custard,106.52605438232422,9.453520774841309,5.413426876068115,5.303098201751709,9.418310165405272,0.0
279,Soft Custard (stirred),109.18196105957033,11.189579010009766,5.013466835021973,5.065971851348877,11.153507232666016,0.0
284,Lemon souffle,168.50547790527344,13.43206787109375,6.947383880615234,10.019113540649414,11.672996520996094,0.0
285,Orange souffle,168.2843017578125,14.199590682983398,6.798155784606934,9.725512504577637,12.306352615356444,0.22469262778759
286,Vanilla souffle,187.8539123535156,14.78069019317627,7.714758396148682,11.19429874420166,12.86046028137207,0.0
288,Pineapple souffle ,196.142578125,15.51683235168457,8.064504623413086,11.72044563293457,13.452970504760742,0.0
289,Apple mousse,106.92486572265624,12.76506805419922,4.208219051361084,4.273972511291504,10.558218955993652,1.5965752601623535
291,Mango mousse,124.9756851196289,9.140071868896484,3.207240104675293,8.466129302978516,8.892509460449219,0.8845161199569702
293,Charlotte rousse,188.2864532470703,34.08068084716797,3.95491099357605,4.780652046203613,20.476186752319336,1.0092885494232178
294,Triffle pudding,116.9670639038086,18.23686981201172,2.933378934860229,3.934662103652954,13.888879776000977,0.1180496141314506
295,Snow flakes pudding,95.21478271484376,8.07217025756836,4.674559593200684,4.968112945556641,8.014780044555664,0.0333333313465118
296,Kulfi,98.42650604248048,11.302668571472168,3.208611488342285,4.696408271789551,10.386534690856934,0.1230904832482338
297,Steamed orange pudding,278.0331420898437,41.52545166015625,2.343419075012207,12.03508472442627,26.5340576171875,0.5848687887191772
298,Meringue and rice pudding,112.9268798828125,14.604464530944824,4.836517810821533,4.050312519073486,10.874107360839844,0.1669642925262451
299,Cheese pudding,285.0148010253906,19.273853302001957,11.291074752807615,18.37196159362793,18.631858825683597,0.0496308580040931
301,Bread and butter pudding ,167.94126892089844,19.62779426574707,5.587009429931641,7.876481533050537,11.84178638458252,0.9753586053848268
302,Queen of pudding,132.91976928710938,16.34950065612793,5.507628440856934,5.379554748535156,11.770222663879396,0.2670759856700897
303,Pineapple upside down pudding,257.7335205078125,35.731712341308594,3.147427558898926,11.913189888000488,22.163423538208008,0.801496684551239
304,Date and nut pie,322.4159851074219,46.86371612548828,3.927433729171753,13.313716888427734,31.18185806274414,4.134513378143311
305,Stewed apple with custard,92.87266540527344,18.35978889465332,1.2698413133621216,1.8204585313797,15.46066951751709,1.0072309970855713
306,Apple snowballs,101.51119995117188,24.58092498779297,0.8575337529182434,0.3122158050537109,19.403661727905277,1.247591495513916
307,Hot orange souffle,179.96522521972656,18.76819610595703,6.869344234466553,8.947623252868652,14.925737380981444,0.2943442761898041
309,Hot vanilla souffle,192.93272399902344,21.771137237548828,6.874431133270264,9.073646545410156,18.17011833190918,0.129882350564003
310,Plain burfi (Burfi),408.3239440917969,30.884220123291016,9.816153526306152,27.963768005371094,30.426189422607425,0.1664171814918518
311,Coconut burfi (Nariyal ki burfi),467.6354675292969,32.151981353759766,8.811453819274902,34.62643051147461,31.5,3.49779748916626
312,Bottle gourd burfi (Ghiya/Lauki burfi),275.95562744140625,24.5095329284668,5.858232498168945,17.67972183227539,23.916810989379883,0.7348353266716003
314,Cashewnut burfi (Kaju burfi/Kaju katli),421.7447814941406,37.92441940307617,5.475000381469727,28.460464477539062,31.427326202392575,1.1220929622650146
315,Gram flour burfi (Besan burfi),421.7930603027344,46.58642578125,11.193964004516602,22.40554618835449,28.437911987304688,3.40831995010376
316,Semolina ladoo with khoya (Suji/Rava aur khoye ke ladoo ),428.7066345214844,52.85617446899414,6.713513851165772,21.85932159423828,33.27823638916016,4.678498268127441
317,Semolina ladoo with coconut (Suji/Rava aur nariyal ke ladoo ),464.42974853515625,50.90433120727539,5.675257682800293,27.03024101257324,27.31574058532715,6.693814277648926
318,Gram flour ladoo (Besan ladoo),476.9094848632813,62.60844039916992,8.933900833129883,22.76039123535156,37.76067352294922,4.428652763366699
319,Sesame ladoo (Til ke ladoo),396.957275390625,43.5,10.704545974731444,19.64090919494629,38.63181686401367,7.722727298736572
320,Chenna murki,252.69265747070312,36.0110969543457,10.463245391845703,8.199722290039062,35.545074462890625,0.0
322,Ghujia/Lavang latika,768.9789428710938,13.004887580871582,1.8633781671524048,78.9301986694336,6.082683086395264,0.5188729166984558
323,Gulab Jamun with khoya,586.0634765625,26.092151641845703,2.030522108078003,53.233436584472656,24.12336540222168,0.0733808353543281
324,Mal pua,566.6776733398438,17.56153106689453,1.7057117223739624,54.6356315612793,11.770844459533691,0.617451548576355
325,Shahi tukre,189.8100433349609,41.45988082885742,2.763382911682129,2.5377650260925293,34.69999313354492,0.5084372758865356
326,Potato pakora/pakoda (Aloo pakoda),677.1902465820312,6.043454170227051,1.903825163841248,71.83795166015625,0.2164566367864608,1.0255004167556765
327,Onion pakora/pakoda (Pyaaz ke pakode),674.6106567382812,5.411282539367676,1.8990808725357056,71.83914184570312,0.8759080767631531,1.1132690906524658
328,Cauliflower pakora/pakoda (Phoolgobhi ke pakode),671.6342163085938,4.518176555633545,1.9761749505996704,71.86286163330078,0.2342475801706314,1.2627131938934326
329,Mixed vegetable pakora/pakoda,673.8098754882812,5.12336540222168,1.938517451286316,71.85663604736328,0.383395105600357,1.1266123056411743
330,Spinach pakora/pakoda (Palak pakoda),712.6192016601562,4.676296234130859,1.96458637714386,76.37808990478516,0.2048857361078262,1.0245863199234009
331,Methi pakora/pakoda (Methi ke pakode),713.2520141601562,4.683861255645752,2.0616707801818848,76.39006805419922,0.2452324628829956,1.183451533317566
332,Egg pakora/pakoda (Ande ke pakode),710.5067138671875,4.476509094238281,2.8315439224243164,75.86315155029297,0.186811476945877,0.8609775304794312
333,Bread pakora/pakoda,710.9881591796875,8.872590065002441,2.571321725845337,74.19755554199219,0.4589762985706329,1.1136746406555176
334,Paneer pakora/pakoda,718.1218872070312,5.5248703956604,3.270359516143799,76.05168151855469,1.0834170579910278,0.8868960738182068
335,Potato bonda (Aloo bonda),632.8350219726562,4.534309387207031,1.0886664390563965,67.79877471923828,0.2702713310718536,0.830328106880188
336,Potato samosa (Aloo ka samosa),577.3856811523438,9.205666542053224,1.7117836475372314,59.1909294128418,0.2876947522163391,1.191614270210266
337,Minced meat samosa (Keema ka samosa),620.9884643554688,6.137866973876953,4.42531156539917,64.26115417480469,0.5019018650054932,0.3875543773174286
338,Paneer and pea samosa (Paneer matar ka samosa),623.8062744140625,8.548890113830566,4.017748355865479,63.64622116088867,1.6882587671279907,1.017188549041748
339,Mathri,805.1233520507812,12.323095321655272,1.74962317943573,83.09709930419922,0.2942506074905395,0.599705159664154
340,Khasta kachori,712.728759765625,12.81132984161377,2.508797407150269,72.27396392822266,0.3363674879074096,0.974019169807434
341,Vegetable cutlet,665.4544067382812,4.684823989868164,1.2467005252838137,71.32704162597656,0.3474223613739013,0.9317917227745056
342,Flattened rice cutlet (Chirwa cutlet/Chivda cutlet/Poha cutlet),701.711181640625,7.394248008728027,1.755823016166687,73.88726806640625,0.2680955827236175,0.8566645383834839
343,Peanut cutlet (Mungfali ke cutlet),698.7667236328125,5.675396919250488,2.627135992050171,74.00220489501953,0.5091842412948608,1.2082369327545166
344,Fish cutlet (Machli ka cutlet),654.64013671875,3.129679918289185,2.768209457397461,70.10616302490234,0.2866072058677673,0.5379318594932556
345,Paneer potato cutlet (Paneer aloo cutlet),672.9443359375,5.228550434112549,2.4702839851379395,71.40327453613281,1.021267294883728,0.41150763630867
346,Spinach chickpeas cutlet (Palak channa dal cutlet),688.0281372070312,4.932109355926514,1.440955400466919,73.59933471679688,0.1606279015541076,0.929531455039978
347,Cheese toast,785.366943359375,5.485180854797363,1.9840171337127688,84.1091079711914,0.5259999632835388,0.3142931163311004
350,Vegetable seekh kebab,690.7252197265625,5.323051452636719,1.5730364322662354,73.72038269042969,0.741476833820343,0.586333155632019
351,Masala vada,826.0245971679688,4.062221527099609,1.6862210035324097,89.15479278564453,0.238338828086853,1.0662378072738647
352,Peanut sago vada (Sabudana mungfali vada),749.8857421875,7.1394147872924805,1.0144987106323242,79.82255554199219,0.192186951637268,0.6226351261138916
353,Vegeterian scotch egg,681.66552734375,4.642024040222168,2.1630215644836426,72.77320861816406,0.2332399040460586,0.577197253704071
354,Paneer shaslik/tikka,93.8495635986328,7.980454921722412,5.11279821395874,4.492904186248779,4.6076979637146,1.2325572967529297
355,Peanut brittle (Moongfali ki chikki),320.46295166015625,47.46446990966797,6.942639350891113,11.130456924438477,43.923858642578125,2.634517908096313
356,Spring roll,623.8739624023438,8.558433532714844,1.8053548336029053,64.63278198242188,0.5979810357093811,0.6684460043907166
357,Dry mango chutney (Sookhe aam ki chutney),298.1324462890625,69.17044830322266,2.434478282928467,0.6982401013374329,61.86028289794922,3.740860939025879
358,Peanut chutney (Mungfali ki chutney),258.36676025390625,9.865445137023926,11.795147895812988,19.064098358154297,2.7567570209503174,5.725602149963379
359,Coconut chutney (Nariyal ki chutney),265.9245910644531,8.291091918945312,3.5900650024414062,24.999113082885746,3.785414934158325,6.734472751617432
360,Mint and coriander chutney (Pudinay aur dhaniye ki chutney),102.5953140258789,21.182279586791992,2.8133883476257324,0.5068815350532532,15.8797607421875,4.333420753479004
361,Custard tart,225.59930419921875,28.65911102294922,3.7231037616729736,10.725021362304688,9.30566692352295,0.9122929573059082
362,Lemon tart,303.35260009765625,30.683582305908203,6.117336273193359,17.448450088500977,10.675544738769531,0.8091848492622375
363,Jam tart,360.7218017578125,46.17616653442383,4.4186530113220215,17.351295471191406,14.735751152038574,1.1440414190292358
365,Pineapple tart,195.404296875,28.61894798278809,2.287935256958008,8.214736938476562,11.092470169067385,0.8725506067276001
366,Cheese and mushroom tart,246.09642028808597,21.42671012878418,5.508494377136231,15.28492546081543,3.1595168113708496,1.1772490739822388
367,Cottage cheese pie,238.97972106933597,20.660694122314453,7.448158740997314,13.827022552490234,3.620293855667114,2.2058374881744385
368,Minced meat pie,221.5529022216797,18.11471366882324,7.378210067749023,13.039274215698242,1.4181064367294312,2.325727701187134
369,Apple cinnamon pie,258.734375,33.6783332824707,3.3514466285705566,12.205469131469728,11.95186996459961,1.7679604291915894
370,Lemon meringue pie,224.42613220214844,35.106929779052734,3.8764939308166495,8.156573295593262,21.170040130615234,0.4398406445980072
374,Cheese balls,681.2822875976562,4.809665203094482,2.2110037803649902,72.56733703613281,0.6295315027236938,0.1789080649614334
375,Minced meat patties,265.7190246582031,15.254345893859863,6.877348899841309,19.57142639160156,0.8758381605148315,0.7674968242645264
376,Cheese patties,324.00909423828125,22.23377227783203,7.381089687347412,22.668561935424805,3.932180166244507,1.2432469129562378
377,Hot cheese souffle,177.0967254638672,5.405745506286621,9.182578086853027,13.23027801513672,2.9128222465515137,0.1209435537457466
378,Hot potato souffle,125.63875579833984,8.564294815063477,5.507102966308594,7.644676208496094,1.77990460395813,0.6573687791824341
379,Hot fish souffle,142.92105102539062,3.6923108100891113,11.226530075073242,9.24467658996582,1.6752010583877563,0.09785957634449
380,Hot spinach souffle,104.24739074707033,4.18816614151001,5.433976173400879,7.239029407501221,1.6392691135406494,0.9902709126472472
386,Fruit Loaf ,324.1949462890625,46.49192428588867,5.364250659942627,13.314026832580566,24.542348861694336,0.8716331124305725
392,Swiss roll,251.8735198974609,48.33952713012695,7.296679496765137,3.767035484313965,32.95533752441406,0.5454545617103577
395,Coconut finger,274.8556823730469,42.557167053222656,7.090244770050049,8.86209774017334,28.55017471313477,1.8706294298172
407,Ice box cookies,374.2432861328125,56.09218215942383,5.6988372802734375,14.436914443969728,26.68536949157715,1.27615225315094
408,Ginger bread man,364.9998168945313,60.25521469116211,6.609490871429443,11.006036758422852,29.11962509155273,1.5980647802352903
409,Danish cookies,475.3273620605469,58.004974365234375,5.333333015441895,24.915422439575195,21.726367950439453,1.3731343746185305
410,Short bread cookies,443.0935363769531,64.81565856933594,6.027046203613281,17.98434066772461,23.31103134155273,1.5715302228927612
412,Melting moments,437.9105224609375,55.835391998291016,5.713255405426025,21.779199600219727,24.99565887451172,1.883138656616211
414,Soyabean muthias,839.3265991210938,3.7021288871765137,2.456706523895264,90.44906616210938,0.1665911078453064,1.4698957204818726
415,Soyabean tikki,698.1696166992188,4.386415004730225,3.534716844558716,74.01758575439453,0.3495849072933197,2.2043774127960205
416,Soyabean namak paras,838.4635620117188,4.650168895721436,2.650986671447754,89.82512664794922,0.218730017542839,1.4136135578155518
417,Peanut burfi (Moongfali ki burfi),550.9937133789062,48.137794494628906,9.311023712158203,36.840946197509766,43.078739166259766,4.08661413192749
418,Spinach peanut namak paras (Palak moongfali namak paras),740.1648559570312,6.616377830505371,1.6543337106704712,78.51103210449219,0.2805851995944977,0.8090153932571411
419,Gram flour and semolina chilla/cheela/savory pancake (Besan suji chilla/cheela),758.8948364257812,7.632391929626465,2.076328992843628,80.03778839111328,0.250166118144989,1.3923587799072266
420,Rice moong dal cheela (Chawal aur moong dal ka cheela),798.2612915039062,11.127787590026855,2.740994691848755,82.43790435791016,0.1512864530086517,1.184048056602478
422,Sweet poori (Meethi poori),782.7457275390625,14.262786865234377,2.118032693862915,79.63114929199219,7.14540958404541,1.5408196449279783
423,Wheat flour and moong dal burfi (Atta aur moong dal ki burfi),441.0816955566406,59.99618911743164,9.835238456726074,18.41142845153809,31.11618995666504,6.019047737121582
425,Sweet split chickpea roti (Sweet channa dal roti/Puranpoli),366.58697509765625,62.66041946411133,9.514519691467283,7.927868843078613,24.73255157470703,8.159250259399414
426,Sprouted moong daliya ,111.56324768066406,14.772531509399414,2.805094957351685,4.709778308868408,1.6673418283462524,3.122942924499512
427,Sprouted moong poha ,192.6034240722656,26.60483932495117,5.592452049255371,6.885891437530518,1.9255794286727903,3.132828712463379
428,Pearl millet ladoo (Bajra ladoo),319.6562194824219,50.98263168334961,9.61368465423584,8.058947563171387,27.441051483154297,5.996841907501221
429,Paushtik ladoo,485.8724365234375,60.335357666015625,7.651785850524902,24.982500076293945,38.119285583496094,4.57357120513916
430,Paushtik roti,149.2551727294922,26.594066619873047,7.168041706085205,1.508170485496521,2.027719497680664,5.735730171203613
431,Semolina carrot vada (Suji gajar vada),699.52880859375,6.520737171173096,1.5599077939987185,74.07450103759766,1.213517665863037,1.0675883293151855
432,Dhokla,216.48545837402344,30.68433380126953,13.447745323181152,5.283342361450195,4.781325340270996,4.9464521408081055
433,Kashmiri tea (Kehwa),24.90366554260254,5.232052803039551,0.1741410195827484,0.5063420534133911,5.140420913696289,0.1569224894046783
439,Jal jeera,30.240806579589844,6.700246334075928,0.4378665387630462,0.2598212361335754,5.711817264556885,0.952431321144104
440,Gingo,48.01787185668945,12.418608665466309,0.1362886577844619,0.0593642592430114,12.07939910888672,0.1674914062023162
441,Mintade,40.32213592529297,10.594780921936035,0.0334210507571697,0.0234649125486612,10.469386100769045,0.0258333329111337
445,Vermicelli porridge (Semiya/Seviyan porridge),78.3978271484375,10.564943313598633,2.4965951442718506,2.982597589492798,7.040101051330566,0.4817149937152862
446,Semolina upma (Suji/Rava upma),147.8926239013672,16.312658309936523,3.300867319107056,7.493270874023437,1.3097596168518066,3.2424237728118896
447,Vermicelli upma (Semiya/Seviyan upma),149.1072540283203,16.875455856323242,3.1107585430145264,7.446214199066162,1.401990532875061,3.21042537689209
448,Rice upma,151.26658630371094,17.955875396728516,2.628898859024048,7.457507610321045,1.1252976655960083,2.116829872131348
449,Bread upma,129.51344299316406,12.59895133972168,2.7964203357696533,7.749258518218994,1.563865303993225,1.958719611167908
450,Vegetable upma,146.46817016601562,16.45557403564453,4.727303981781006,6.6315436363220215,1.3855432271957395,4.188104152679443
451,Poha,294.5255126953125,35.047969818115234,6.085385799407959,14.138228416442873,0.8732900023460388,3.7158710956573486
452,Vegetable poha,180.51585388183597,21.520601272583008,4.88825798034668,8.069046020507812,1.400986909866333,3.764533281326294
453,Moong dal stuffed cheela/chilla (Moong dal ka cheela/chilla),154.88502502441406,19.42352104187012,6.973777294158936,5.1147565841674805,1.1091632843017578,4.251524448394775
454,Paneer stuffed cheela/chilla,205.18930053710935,19.159791946411133,11.436202049255373,8.886109352111816,3.814091682434082,4.02839469909668
455,Indian style egg bhujia (Anda bhujia (Indian style)),102.8344268798828,3.7618134021759033,6.096826553344727,7.019655227661133,1.9454612731933596,1.53493332862854
456,French omelette/omlet,211.03948974609372,0.4113235175609588,10.030881881713867,18.85691261291504,0.0955882370471954,0.3808823525905609
457,Puffy omelette/omlet,188.1486968994141,0.078947365283966,8.815789222717285,16.835525512695312,0.078947365283966,0.0
458,Orange omelette/omlet,194.66184997558597,1.6776316165924072,8.934210777282715,16.835525512695312,1.6776316165924072,0.0
459,Cheese and mushroom omelette/omlet,205.62684631347656,1.6825780868530271,9.69140625,17.819297790527344,1.07421875,0.9312500357627868
460,Spanish omelette/omlet,157.44740295410156,5.1000657081604,8.250065803527832,11.439275741577148,1.0253947973251345,2.541973829269409
464,Meat consomme (with mutton),29.76418876647949,0.5090901851654053,14.858928680419922,13.677584648132324,0.2445717006921768,0.7074366807937622
465,Consomme au julienne,27.76263236999512,1.491213083267212,12.492985725402832,10.657533645629885,0.826224148273468,1.383997917175293
466,Consomme au vermicelli,29.944137573242188,1.3008853197097778,15.231201171875,12.981599807739258,0.2657361626625061,0.8061732649803162
467,Green pea soup (Matar ka soup),39.80643081665039,3.632769823074341,11.064568519592283,12.895628929138184,0.8695144057273865,2.4928057193756104
468,Spinach soup (Palak ka soup),32.59222412109375,3.0258355140686035,10.53670883178711,14.2641019821167,0.2918406426906585,1.9785419702529907
469,Mixed vegetable soup,35.70974349975586,2.948354959487915,8.2156343460083,11.661970138549805,1.6396868228912354,1.6370433568954468
470,Cheese soup,41.13197326660156,1.8684245347976685,12.38849925994873,17.071733474731445,0.8367053270339966,1.7953871488571167
471,Mulligatawny soup,54.42295837402344,8.236784934997559,11.264935493469238,13.27671718597412,1.25943124294281,2.5955166816711426
475,Almond soup (Badam ka soup),78.65080261230469,3.682903528213501,10.130523681640623,13.798742294311523,1.9448951482772827,0.9056499004364014
478,Chicken stew,127.54557800292967,4.441752910614014,7.192839622497559,8.912235260009766,1.4340790510177612,1.8176558017730715
479,Veg paneer stew,145.5452117919922,10.215227127075195,6.984574794769287,8.407440185546875,4.851054191589356,3.078566789627075
480,Onion-green chilli parantha/paratha (Pyaaz aur hari mirch ka parantha/paratha),191.2708282470703,26.3702449798584,4.371401786804199,7.268971443176269,2.710275650024414,5.162296772003174
481,Methi parantha/paratha,148.36228942871094,22.191102981567383,4.271204471588135,4.344996452331543,2.4386165142059326,5.089674949645996
482,Bathua poori,598.79443359375,13.852322578430176,2.352811813354492,59.13740539550781,0.414669930934906,1.871149182319641
483,Gram flour poori (Besan poori),697.6649169921875,10.934513092041016,2.5867257118225098,71.51268005371094,0.3480826020240783,1.9362832307815552
484,Beetroot poori (Chukandar ki poori),527.6575927734375,12.288643836975098,1.9128886461257932,52.177677154541016,0.5447970628738403,1.3979922533035278
485,Peas poori (Matar ki poori),592.8313598632812,14.9174222946167,3.036515474319458,57.69212341308594,0.4816229343414306,2.252983331680298
486,Peas kachori (Matar kachori),584.683349609375,13.247672080993652,3.213043212890625,57.50550842285156,0.49635711312294,2.0310518741607666
488,Bacon and mushroom pancake,157.6691436767578,8.468841552734375,6.820419788360596,10.602088928222656,1.2290560007095337,1.5865178108215332
489,Cheese and tomato pancake,147.38526916503906,10.66385555267334,5.14569902420044,9.283824920654297,3.4790022373199463,1.057777762413025
490,Minced meat pancake (with chicken),116.04132080078124,8.177068710327148,12.012725830078123,10.47835636138916,1.2944780588150024,0.7017265558242798
491,Eggplant/Brinjal rice (Vangi bhat),184.7958068847656,31.73951911926269,5.278867244720459,3.67387318611145,4.362752437591553,4.435964584350586
492,Kashmiri 'tahar',98.20726776123048,19.108060836791992,1.951994776725769,1.3652318716049194,0.1675790697336197,0.9758060574531556
493,Cumin pulao (Jeera/Zeera pulao),135.24134826660156,23.61042594909668,2.472125768661499,3.19645094871521,0.6380037069320679,1.3994455337524414
494,Peas pulao (Matar pulao),108.86902618408205,18.41572380065918,3.893981695175171,1.902913808822632,1.304916262626648,3.212470769882202
495,Split bengal gram dal and vegetable pulao (Channa dal and vegetable pulao),116.52501678466795,19.720027923583984,3.600520610809326,2.296186923980713,1.5860828161239624,3.1590065956115723
496,Black channa pulao/ Bengal gram pulao (Kale chane ka pulao),125.51226806640624,21.55298614501953,3.436180353164673,2.5780675411224365,1.990526556968689,2.693915367126465
497,Mutton pulao,130.77203369140625,11.260220527648926,6.517856121063232,10.780278205871582,0.9962867498397828,1.6508136987686155
498,Chicken pulao,108.24070739746094,11.167526245117188,6.0749030113220215,8.476006507873535,0.9880853295326232,1.637224197387695
499,Mexican rice,120.56631469726562,14.21426010131836,4.623010635375977,4.88023042678833,1.4414246082305908,1.641403317451477
500,Plain khitchdi (Plain khichri/khichdi),57.03049850463867,10.041864395141602,1.7178136110305786,1.0063414573669434,0.1206794455647468,0.8483797907829285
501,Instant idli (with semolina),247.28704833984372,43.40259552001953,9.164912223815918,3.6070773601531982,3.3500046730041504,7.125243186950684
502,Plain dosa,380.9057922363281,64.07878875732422,10.336366653442385,8.430865287780762,0.696020781993866,5.229584693908691
503,Masala dosa mixed vegetable fillings,144.53289794921875,23.01639175415039,4.835011959075928,3.2575178146362305,1.5300428867340088,4.312078952789307
504,Masala dosa paneer fillings,243.11558532714844,29.755115509033203,10.30857753753662,8.843331336975098,4.812169551849365,3.1149590015411377
505,Uttapam,255.94635009765625,36.27714920043945,6.183180332183838,9.028703689575195,1.4994081258773804,4.395711898803711
506,Appam,267.6977233886719,13.279373168945312,3.1196720600128174,22.62966728210449,4.156583309173584,6.1931233406066895
507,Beans and macaroni,136.08233642578125,14.242497444152832,4.583008766174316,7.014297008514404,1.6770107746124268,2.04951810836792
508,Spaghetti bolognese,97.42620849609376,10.04308032989502,9.350064277648926,9.51491641998291,1.4110774993896484,1.0784796476364136
509,Meat and macaroni casserole,161.5495147705078,16.12368392944336,9.14674186706543,10.16791534423828,0.9951061010360718,1.1870911121368408
510,Spaghetti with meat balls and tomato sauce,158.12681579589844,10.457764625549316,5.606260776519775,10.640101432800291,1.86605167388916,1.1148855686187744
511,Spaghetti with paneer balls and tomato sauce,158.5359649658203,12.724629402160645,3.9538655281066895,10.437604904174805,3.025362491607666,1.2498105764389038
512,Lasagne with meat sauce,63.37648010253906,5.382512092590332,2.901586532592773,3.434756278991699,1.0394691228866575,0.4731146395206451
513,Lasagne with vegetables,49.22756576538086,5.904449462890625,1.7051101922988892,2.160186529159546,1.3675693273544312,0.6633665561676025
515,Sour lentils (Khatti dal),34.78679656982422,6.039076805114746,2.215777635574341,0.1241271495819091,1.251977801322937,1.222334861755371
516,Urad special dehusked,69.43492889404297,8.86236572265625,3.140222787857056,2.168675422668457,1.3215153217315674,2.5015289783477783
517,Arhar with spinach (Arhar dal aur palak),52.837005615234375,4.765925884246826,2.0510432720184326,2.755333662033081,0.2306186407804489,1.2950642108917236
